,ZIP,MSA,AREA,OCCUPATION,GROUP,TOTAL EMPLOYMENT,JOBS PER 1000,LOCATION QUOTIENT,ANNUAL MEAN,ANNUAL MEDIAN
73,27562,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
74,27562,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
75,27568,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
76,27568,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
77,27568,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
78,27569,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
79,27569,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
80,27569,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
81,27571,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
82,27571,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
83,27571,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
84,27576,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
85,27576,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
86,27576,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
87,27577,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
88,27577,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
89,27577,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
90,27587,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
91,27587,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
92,27587,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
93,27588,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
94,27588,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
95,27588,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
96,27591,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
97,27591,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
98,27591,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
99,27592,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
100,27592,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
101,27592,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
102,27593,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
103,27593,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
104,27593,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
105,27596,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
106,27596,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
107,27596,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
108,27597,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
109,27597,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
110,27597,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
111,27601,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
112,27601,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
113,27601,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
114,27602,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
115,27602,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
116,27602,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
117,27603,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
118,27603,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
119,27603,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
120,27604,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
121,27604,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
122,27604,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
123,27605,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
124,27605,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
125,27605,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
126,27606,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
127,27606,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
128,27606,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
129,27607,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
130,27607,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
131,27607,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
132,27608,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
133,27608,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
134,27608,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
135,27609,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
136,27609,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
137,27609,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
138,27610,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
139,27610,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
140,27610,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
141,27611,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
142,27611,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
143,27611,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
144,27612,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
145,27612,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
146,27612,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
147,27613,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
148,27613,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
149,27613,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
150,27614,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
151,27614,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
152,27614,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
153,27615,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
154,27615,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
155,27615,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
156,27616,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
157,27616,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
158,27616,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
159,27617,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
160,27617,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
161,27617,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
162,27619,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
163,27619,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
164,27619,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
165,27620,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
166,27620,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
167,27620,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
168,27621,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
169,27621,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
170,27621,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
171,27622,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
172,27622,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
173,27622,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
174,27623,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
175,27623,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
176,27623,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
177,27624,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
178,27624,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
179,27624,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
180,27625,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
181,27625,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
182,27625,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
183,27626,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
184,27626,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
185,27626,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
186,27627,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
187,27627,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
188,27627,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
189,27628,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
190,27628,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
191,27628,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
192,27629,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
193,27629,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
194,27629,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
195,27634,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
196,27634,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
197,27634,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
198,27635,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
199,27635,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
200,27635,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
201,27636,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
202,27636,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
203,27636,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
204,27640,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
205,27640,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
206,27640,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
207,27650,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
208,27650,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
209,27650,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
210,27656,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
211,27656,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
212,27656,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
213,27658,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
214,27658,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
215,27658,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
216,27661,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
217,27661,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
218,27661,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
219,27668,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
220,27668,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
221,27668,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
222,27675,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
223,27675,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
224,27675,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
225,27676,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
226,27676,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
227,27676,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
228,27690,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
229,27690,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
230,27690,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.7,3.34,"110,980","99,550"
231,27695,39580.0,"Raleigh, NC",All Occupations,total,"650,330",1000.0,1.0,"54,850","41,640"
232,27695,39580.0,"Raleigh, NC",Computer and Mathematical Occupations,major,"40,580",62.399,2.01,"94,040","91,290"
