,ZIP,MSA,AREA,OCCUPATION,GROUP,TOTAL EMPLOYMENT,JOBS PER 1000,LOCATION QUOTIENT,ANNUAL MEAN,ANNUAL MEDIAN
420,30154,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
421,30154,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
422,30156,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
423,30156,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
424,30157,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
425,30157,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
426,30160,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
427,30160,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
428,30168,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
429,30168,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
430,30169,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
431,30169,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
432,30170,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
433,30170,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
434,30171,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
435,30171,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
436,30175,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
437,30175,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
438,30176,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
439,30176,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
440,30177,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
441,30177,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
442,30178,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
443,30178,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
444,30179,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
445,30179,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
446,30180,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
447,30180,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
448,30182,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
449,30182,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
450,30183,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
451,30183,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
452,30184,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
453,30184,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
454,30185,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
455,30185,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
456,30187,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
457,30187,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
458,30188,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
459,30188,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
460,30189,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
461,30189,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
462,30204,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
463,30204,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
464,30205,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
465,30205,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
466,30206,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
467,30206,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
468,30212,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
469,30212,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
470,30213,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
471,30213,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
472,30214,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
473,30214,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
474,30215,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
475,30215,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
476,30216,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
477,30216,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
478,30217,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
479,30217,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
480,30218,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
481,30218,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
482,30219,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
483,30219,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
484,30220,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
485,30220,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
486,30222,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
487,30222,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
488,30223,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
489,30223,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
490,30224,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
491,30224,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
492,30228,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
493,30228,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
494,30229,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
495,30229,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
496,30232,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
497,30232,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
498,30233,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
499,30233,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
500,30234,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
501,30234,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
502,30236,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
503,30236,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
504,30237,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
505,30237,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
506,30238,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
507,30238,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
508,30248,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
509,30248,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
510,30250,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
511,30250,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
512,30251,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
513,30251,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
514,30252,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
515,30252,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
516,30253,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
517,30253,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
518,30256,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
519,30256,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
520,30257,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
521,30257,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
522,30258,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
523,30258,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
524,30259,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
525,30259,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
526,30260,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
527,30260,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
528,30263,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
529,30263,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
530,30264,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
531,30264,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
532,30265,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
533,30265,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
534,30266,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
535,30266,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
536,30268,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
537,30268,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
538,30269,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
539,30269,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
540,30270,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
541,30270,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
542,30271,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
543,30271,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
544,30272,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
545,30272,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
546,30273,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
547,30273,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
548,30274,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
549,30274,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
550,30275,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
551,30275,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
552,30276,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
553,30276,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
554,30277,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
555,30277,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
556,30281,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
557,30281,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
558,30284,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
559,30284,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
560,30287,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
561,30287,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
562,30288,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
563,30288,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
564,30289,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
565,30289,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
566,30290,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
567,30290,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
568,30291,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
569,30291,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
570,30292,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
571,30292,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
572,30293,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
573,30293,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
574,30294,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
575,30294,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
576,30295,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
577,30295,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
578,30296,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
579,30296,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
580,30297,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
581,30297,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
582,30298,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
583,30298,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
584,30301,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
585,30301,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
586,30302,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
587,30302,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
588,30303,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
589,30303,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
590,30304,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
591,30304,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
592,30305,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
593,30305,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
594,30306,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
595,30306,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
596,30307,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
597,30307,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
598,30308,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
599,30308,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
600,30309,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
601,30309,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
602,30310,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
603,30310,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
604,30311,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
605,30311,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
606,30312,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
607,30312,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
608,30313,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
609,30313,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
610,30314,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
611,30314,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
612,30315,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
613,30315,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
614,30316,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
615,30316,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
616,30317,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
617,30317,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
618,30318,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,682,910",1000.0,1.0,"52,750","39,080"
619,30318,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"123,340",45.971,1.52,"91,220","87,780"
