,ZIP,MSA,AREA,OCCUPATION,GROUP,TOTAL EMPLOYMENT,JOBS PER 1000,LOCATION QUOTIENT,ANNUAL MEAN,ANNUAL MEDIAN
26729,27613,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
27273,27614,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
27817,27615,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
28361,27616,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
28905,27617,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
29449,27619,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
29993,27620,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
30537,27621,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
31081,27622,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
31625,27623,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
32169,27624,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
32713,27625,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
33257,27626,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
33801,27627,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
34345,27628,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
34889,27629,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
35433,27634,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
35977,27635,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
36521,27636,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
37065,27640,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
37609,27650,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
38153,27656,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
38697,27658,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
39241,27661,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
39785,27668,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
40329,27675,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
40873,27676,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
41417,27690,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
41961,27695,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
42505,27697,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
43049,27698,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
43593,27699,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,540,0.866,2.02,"108,860","100,140"
