,ZIP,MSA,AREA,OCCUPATION,GROUP,TOTAL EMPLOYMENT,JOBS PER 1000,LOCATION QUOTIENT,ANNUAL MEAN,ANNUAL MEDIAN
20309,27601,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
20856,27602,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
21403,27603,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
21950,27604,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
22497,27605,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
23044,27606,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
23591,27607,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
24138,27608,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
24685,27609,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
25232,27610,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
25779,27611,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
26326,27612,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
26873,27613,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
27420,27614,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
27967,27615,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
28514,27616,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
29061,27617,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
29608,27619,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
30155,27620,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
30702,27621,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
31249,27622,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
31796,27623,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
32343,27624,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
32890,27625,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
33437,27626,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
33984,27627,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
34531,27628,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
35078,27629,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
35625,27634,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
36172,27635,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
36719,27636,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
37266,27640,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
37813,27650,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
38360,27656,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
38907,27658,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
39454,27661,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
40001,27668,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
40548,27675,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
41095,27676,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
41642,27690,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
42189,27695,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
42736,27697,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
43283,27698,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
43830,27699,39580.0,"Raleigh, NC","Data Scientists and Mathematical Science Occupations, All Other",detailed,460,0.700,3.34,"110,980","99,550"
