,period_begin,period_end,zip,parent_metro_region,median_sale_price,property_type,LAT,LNG
21791,2019-09-01,2019-11-30,33181,"Miami, FL",976800.0,Single Family Residential,25.897992,-80.152331
21797,2020-01-01,2020-03-31,33181,"Miami, FL",1100000.0,Single Family Residential,25.897992,-80.152331
21800,2020-02-01,2020-04-30,33181,"Miami, FL",1241500.0,Single Family Residential,25.897992,-80.152331
21805,2020-03-01,2020-05-31,33181,"Miami, FL",1215000.0,Single Family Residential,25.897992,-80.152331
21806,2020-04-01,2020-06-30,33181,"Miami, FL",1050000.0,Single Family Residential,25.897992,-80.152331
21809,2020-05-01,2020-07-31,33181,"Miami, FL",1050000.0,Single Family Residential,25.897992,-80.152331
21816,2020-07-01,2020-09-30,33181,"Miami, FL",957500.0,Single Family Residential,25.897992,-80.152331
21819,2020-08-01,2020-10-31,33181,"Miami, FL",950000.0,Single Family Residential,25.897992,-80.152331
21822,2020-10-01,2020-12-31,33181,"Miami, FL",1050000.0,Single Family Residential,25.897992,-80.152331
21825,2020-11-01,2021-01-31,33181,"Miami, FL",1212500.0,Single Family Residential,25.897992,-80.152331
21828,2020-12-01,2021-02-28,33181,"Miami, FL",1422500.0,Single Family Residential,25.897992,-80.152331
21833,2021-01-01,2021-03-31,33181,"Miami, FL",1400000.0,Single Family Residential,25.897992,-80.152331
21835,2021-02-01,2021-04-30,33181,"Miami, FL",1425000.0,Single Family Residential,25.897992,-80.152331
21841,2021-04-01,2021-06-30,33181,"Miami, FL",1560000.0,Single Family Residential,25.897992,-80.152331
21849,2021-07-01,2021-09-30,33181,"Miami, FL",1287500.0,Single Family Residential,25.897992,-80.152331
21856,2012-01-01,2012-03-31,33185,"Miami, FL",232500.0,Single Family Residential,25.726359,-80.450733
21857,2014-05-01,2014-07-31,33185,"Miami, FL",295000.0,Single Family Residential,25.726359,-80.450733
21872,2021-08-01,2021-10-31,33185,"Miami, FL",569950.0,Single Family Residential,25.726359,-80.450733
21879,2014-11-01,2015-01-31,78626,"Austin, TX",203216.0,Single Family Residential,30.657897,-97.617886
21892,2018-06-01,2018-08-31,78626,"Austin, TX",244995.0,Single Family Residential,30.657897,-97.617886
21896,2020-06-01,2020-08-31,78626,"Austin, TX",276275.0,Single Family Residential,30.657897,-97.617886
21912,2014-08-01,2014-10-31,27601,"Raleigh, NC",188300.0,Single Family Residential,35.773632,-78.634457
21917,2015-08-01,2015-10-31,27601,"Raleigh, NC",269000.0,Single Family Residential,35.773632,-78.634457
21921,2016-03-01,2016-05-31,27601,"Raleigh, NC",262500.0,Single Family Residential,35.773632,-78.634457
21924,2016-08-01,2016-10-31,27601,"Raleigh, NC",291250.0,Single Family Residential,35.773632,-78.634457
21925,2016-10-01,2016-12-31,27601,"Raleigh, NC",320000.0,Single Family Residential,35.773632,-78.634457
21930,2017-10-01,2017-12-31,27601,"Raleigh, NC",381250.0,Single Family Residential,35.773632,-78.634457
21934,2019-02-01,2019-04-30,27601,"Raleigh, NC",395000.0,Single Family Residential,35.773632,-78.634457
21938,2019-05-01,2019-07-31,27601,"Raleigh, NC",429000.0,Single Family Residential,35.773632,-78.634457
21942,2012-01-01,2012-03-31,27608,"Raleigh, NC",367500.0,Single Family Residential,35.809046,-78.647228
21944,2012-02-01,2012-04-30,27608,"Raleigh, NC",332500.0,Single Family Residential,35.809046,-78.647228
21947,2012-03-01,2012-05-31,27608,"Raleigh, NC",345000.0,Single Family Residential,35.809046,-78.647228
21948,2012-04-01,2012-06-30,27608,"Raleigh, NC",432900.0,Single Family Residential,35.809046,-78.647228
21950,2012-05-01,2012-07-31,27608,"Raleigh, NC",458000.0,Single Family Residential,35.809046,-78.647228
21953,2012-08-01,2012-10-31,27608,"Raleigh, NC",348000.0,Single Family Residential,35.809046,-78.647228
21966,2013-04-01,2013-06-30,27608,"Raleigh, NC",461000.0,Single Family Residential,35.809046,-78.647228
21970,2013-08-01,2013-10-31,27608,"Raleigh, NC",412500.0,Single Family Residential,35.809046,-78.647228
21974,2013-11-01,2014-01-31,27608,"Raleigh, NC",446000.0,Single Family Residential,35.809046,-78.647228
21980,2014-01-01,2014-03-31,27608,"Raleigh, NC",478500.0,Single Family Residential,35.809046,-78.647228
21986,2014-06-01,2014-08-31,27608,"Raleigh, NC",462500.0,Single Family Residential,35.809046,-78.647228
21993,2014-09-01,2014-11-30,27608,"Raleigh, NC",548000.0,Single Family Residential,35.809046,-78.647228
21994,2014-10-01,2014-12-31,27608,"Raleigh, NC",540000.0,Single Family Residential,35.809046,-78.647228
22004,2015-05-01,2015-07-31,27608,"Raleigh, NC",600000.0,Single Family Residential,35.809046,-78.647228
22006,2015-06-01,2015-08-31,27608,"Raleigh, NC",633000.0,Single Family Residential,35.809046,-78.647228
22008,2015-07-01,2015-09-30,27608,"Raleigh, NC",610000.0,Single Family Residential,35.809046,-78.647228
22015,2015-12-01,2016-02-29,27608,"Raleigh, NC",525000.0,Single Family Residential,35.809046,-78.647228
22019,2016-01-01,2016-03-31,27608,"Raleigh, NC",458250.0,Single Family Residential,35.809046,-78.647228
22026,2016-06-01,2016-08-31,27608,"Raleigh, NC",600000.0,Single Family Residential,35.809046,-78.647228
22031,2016-09-01,2016-11-30,27608,"Raleigh, NC",574250.0,Single Family Residential,35.809046,-78.647228
22037,2016-10-01,2016-12-31,27608,"Raleigh, NC",610000.0,Single Family Residential,35.809046,-78.647228
22043,2017-02-01,2017-04-30,27608,"Raleigh, NC",627500.0,Single Family Residential,35.809046,-78.647228
22052,2017-06-01,2017-08-31,27608,"Raleigh, NC",587500.0,Single Family Residential,35.809046,-78.647228
22059,2017-11-01,2018-01-31,27608,"Raleigh, NC",640000.0,Single Family Residential,35.809046,-78.647228
22061,2017-12-01,2018-02-28,27608,"Raleigh, NC",525000.0,Single Family Residential,35.809046,-78.647228
22064,2018-02-01,2018-04-30,27608,"Raleigh, NC",605000.0,Single Family Residential,35.809046,-78.647228
22068,2018-05-01,2018-07-31,27608,"Raleigh, NC",675000.0,Single Family Residential,35.809046,-78.647228
22073,2018-09-01,2018-11-30,27608,"Raleigh, NC",615000.0,Single Family Residential,35.809046,-78.647228
22085,2019-04-01,2019-06-30,27608,"Raleigh, NC",613000.0,Single Family Residential,35.809046,-78.647228
22090,2019-06-01,2019-08-31,27608,"Raleigh, NC",637500.0,Single Family Residential,35.809046,-78.647228
22095,2019-11-01,2020-01-31,27608,"Raleigh, NC",609250.0,Single Family Residential,35.809046,-78.647228
22098,2020-03-01,2020-05-31,27608,"Raleigh, NC",711000.0,Single Family Residential,35.809046,-78.647228
22101,2020-05-01,2020-07-31,27608,"Raleigh, NC",757000.0,Single Family Residential,35.809046,-78.647228
22107,2020-09-01,2020-11-30,27608,"Raleigh, NC",710000.0,Single Family Residential,35.809046,-78.647228
22110,2020-11-01,2021-01-31,27608,"Raleigh, NC",770796.0,Single Family Residential,35.809046,-78.647228
22111,2020-12-01,2021-02-28,27608,"Raleigh, NC",775000.0,Single Family Residential,35.809046,-78.647228
22115,2021-03-01,2021-05-31,27608,"Raleigh, NC",747500.0,Single Family Residential,35.809046,-78.647228
22119,2021-05-01,2021-07-31,27608,"Raleigh, NC",850000.0,Single Family Residential,35.809046,-78.647228
22121,2021-06-01,2021-08-31,27608,"Raleigh, NC",890000.0,Single Family Residential,35.809046,-78.647228
22123,2021-07-01,2021-09-30,27608,"Raleigh, NC",855000.0,Single Family Residential,35.809046,-78.647228
22127,2012-01-01,2012-03-31,78633,"Austin, TX",216654.0,Single Family Residential,30.750244,-97.760498
22128,2012-03-01,2012-05-31,78633,"Austin, TX",220000.0,Single Family Residential,30.750244,-97.760498
22132,2012-08-01,2012-10-31,78633,"Austin, TX",219500.0,Single Family Residential,30.750244,-97.760498
22140,2013-07-01,2013-09-30,78633,"Austin, TX",247000.0,Single Family Residential,30.750244,-97.760498
22141,2013-08-01,2013-10-31,78633,"Austin, TX",245750.0,Single Family Residential,30.750244,-97.760498
22144,2013-11-01,2014-01-31,78633,"Austin, TX",276250.0,Single Family Residential,30.750244,-97.760498
22145,2014-02-01,2014-04-30,78633,"Austin, TX",284500.0,Single Family Residential,30.750244,-97.760498
22148,2014-04-01,2014-06-30,78633,"Austin, TX",289450.0,Single Family Residential,30.750244,-97.760498
22153,2014-09-01,2014-11-30,78633,"Austin, TX",273250.0,Single Family Residential,30.750244,-97.760498
22155,2014-10-01,2014-12-31,78633,"Austin, TX",274750.0,Single Family Residential,30.750244,-97.760498
22159,2015-03-01,2015-05-31,78633,"Austin, TX",283950.0,Single Family Residential,30.750244,-97.760498
22162,2015-06-01,2015-08-31,78633,"Austin, TX",289250.0,Single Family Residential,30.750244,-97.760498
22163,2015-08-01,2015-10-31,78633,"Austin, TX",274500.0,Single Family Residential,30.750244,-97.760498
22164,2015-09-01,2015-11-30,78633,"Austin, TX",275000.0,Single Family Residential,30.750244,-97.760498
22165,2015-11-01,2016-01-31,78633,"Austin, TX",307000.0,Single Family Residential,30.750244,-97.760498
22167,2016-02-01,2016-04-30,78633,"Austin, TX",280000.0,Single Family Residential,30.750244,-97.760498
22168,2016-05-01,2016-07-31,78633,"Austin, TX",303450.0,Single Family Residential,30.750244,-97.760498
22170,2016-07-01,2016-09-30,78633,"Austin, TX",300000.0,Single Family Residential,30.750244,-97.760498
22173,2016-10-01,2016-12-31,78633,"Austin, TX",315000.0,Single Family Residential,30.750244,-97.760498
22175,2017-02-01,2017-04-30,78633,"Austin, TX",331611.0,Single Family Residential,30.750244,-97.760498
22178,2017-03-01,2017-05-31,78633,"Austin, TX",310000.0,Single Family Residential,30.750244,-97.760498
22183,2017-08-01,2017-10-31,78633,"Austin, TX",304785.0,Single Family Residential,30.750244,-97.760498
22187,2018-02-01,2018-04-30,78633,"Austin, TX",310000.0,Single Family Residential,30.750244,-97.760498
22188,2018-06-01,2018-08-31,78633,"Austin, TX",329900.0,Single Family Residential,30.750244,-97.760498
22191,2019-01-01,2019-03-31,78633,"Austin, TX",284963.0,Single Family Residential,30.750244,-97.760498
22194,2019-06-01,2019-08-31,78633,"Austin, TX",315000.0,Single Family Residential,30.750244,-97.760498
22196,2019-09-01,2019-11-30,78633,"Austin, TX",305000.0,Single Family Residential,30.750244,-97.760498
22197,2019-10-01,2019-12-31,78633,"Austin, TX",310000.0,Single Family Residential,30.750244,-97.760498
22203,2020-04-01,2020-06-30,78633,"Austin, TX",316000.0,Single Family Residential,30.750244,-97.760498
22206,2020-05-01,2020-07-31,78633,"Austin, TX",322065.0,Single Family Residential,30.750244,-97.760498
22207,2020-06-01,2020-08-31,78633,"Austin, TX",337050.0,Single Family Residential,30.750244,-97.760498
22209,2020-07-01,2020-09-30,78633,"Austin, TX",333445.0,Single Family Residential,30.750244,-97.760498
22210,2020-08-01,2020-10-31,78633,"Austin, TX",341750.0,Single Family Residential,30.750244,-97.760498
22213,2020-09-01,2020-11-30,78633,"Austin, TX",351250.0,Single Family Residential,30.750244,-97.760498
22217,2020-11-01,2021-01-31,78633,"Austin, TX",342500.0,Single Family Residential,30.750244,-97.760498
22218,2021-01-01,2021-03-31,78633,"Austin, TX",350000.0,Single Family Residential,30.750244,-97.760498
22220,2021-02-01,2021-04-30,78633,"Austin, TX",370250.0,Single Family Residential,30.750244,-97.760498
22221,2021-03-01,2021-05-31,78633,"Austin, TX",380230.0,Single Family Residential,30.750244,-97.760498
22223,2021-05-01,2021-07-31,78633,"Austin, TX",420000.0,Single Family Residential,30.750244,-97.760498
22225,2021-06-01,2021-08-31,78633,"Austin, TX",441250.0,Single Family Residential,30.750244,-97.760498
22238,2014-02-01,2014-04-30,33035,"Miami, FL",154000.0,Single Family Residential,25.409275,-80.384155
22241,2014-08-01,2014-10-31,33035,"Miami, FL",178500.0,Single Family Residential,25.409275,-80.384155
22247,2014-10-01,2014-12-31,33035,"Miami, FL",185000.0,Single Family Residential,25.409275,-80.384155
22250,2014-12-01,2015-02-28,33035,"Miami, FL",185000.0,Single Family Residential,25.409275,-80.384155
22251,2015-01-01,2015-03-31,33035,"Miami, FL",190000.0,Single Family Residential,25.409275,-80.384155
22258,2015-05-01,2015-07-31,33035,"Miami, FL",208000.0,Single Family Residential,25.409275,-80.384155
22262,2015-06-01,2015-08-31,33035,"Miami, FL",208000.0,Single Family Residential,25.409275,-80.384155
22269,2015-12-01,2016-02-29,33035,"Miami, FL",204500.0,Single Family Residential,25.409275,-80.384155
22272,2016-01-01,2016-03-31,33035,"Miami, FL",202000.0,Single Family Residential,25.409275,-80.384155
22276,2016-03-01,2016-05-31,33035,"Miami, FL",210000.0,Single Family Residential,25.409275,-80.384155
22279,2016-05-01,2016-07-31,33035,"Miami, FL",231250.0,Single Family Residential,25.409275,-80.384155
22284,2016-08-01,2016-10-31,33035,"Miami, FL",215250.0,Single Family Residential,25.409275,-80.384155
22288,2016-11-01,2017-01-31,33035,"Miami, FL",231500.0,Single Family Residential,25.409275,-80.384155
22294,2017-03-01,2017-05-31,33035,"Miami, FL",219000.0,Single Family Residential,25.409275,-80.384155
22298,2017-05-01,2017-07-31,33035,"Miami, FL",245000.0,Single Family Residential,25.409275,-80.384155
22301,2017-07-01,2017-09-30,33035,"Miami, FL",247500.0,Single Family Residential,25.409275,-80.384155
22307,2017-09-01,2017-11-30,33035,"Miami, FL",240000.0,Single Family Residential,25.409275,-80.384155
22310,2017-10-01,2017-12-31,33035,"Miami, FL",239500.0,Single Family Residential,25.409275,-80.384155
22311,2017-11-01,2018-01-31,33035,"Miami, FL",240000.0,Single Family Residential,25.409275,-80.384155
22315,2018-01-01,2018-03-31,33035,"Miami, FL",235000.0,Single Family Residential,25.409275,-80.384155
22316,2018-02-01,2018-04-30,33035,"Miami, FL",235000.0,Single Family Residential,25.409275,-80.384155
22326,2018-07-01,2018-09-30,33035,"Miami, FL",258000.0,Single Family Residential,25.409275,-80.384155
22332,2018-10-01,2018-12-31,33035,"Miami, FL",262500.0,Single Family Residential,25.409275,-80.384155
22339,2019-03-01,2019-05-31,33035,"Miami, FL",281000.0,Single Family Residential,25.409275,-80.384155
22342,2019-06-01,2019-08-31,33035,"Miami, FL",262500.0,Single Family Residential,25.409275,-80.384155
22357,2020-03-01,2020-05-31,33035,"Miami, FL",286000.0,Single Family Residential,25.409275,-80.384155
22360,2020-05-01,2020-07-31,33035,"Miami, FL",282000.0,Single Family Residential,25.409275,-80.384155
22362,2020-07-01,2020-09-30,33035,"Miami, FL",301500.0,Single Family Residential,25.409275,-80.384155
22371,2020-12-01,2021-02-28,33035,"Miami, FL",314000.0,Single Family Residential,25.409275,-80.384155
22372,2021-01-01,2021-03-31,33035,"Miami, FL",305000.0,Single Family Residential,25.409275,-80.384155
22376,2021-04-01,2021-06-30,33035,"Miami, FL",340000.0,Single Family Residential,25.409275,-80.384155
22378,2021-06-01,2021-08-31,33035,"Miami, FL",365000.0,Single Family Residential,25.409275,-80.384155
22380,2021-09-01,2021-11-30,33035,"Miami, FL",365000.0,Single Family Residential,25.409275,-80.384155
22382,2012-02-01,2012-04-30,30024,"Atlanta, GA",222250.0,Single Family Residential,34.062971,-84.09077
22390,2014-06-01,2014-08-31,30024,"Atlanta, GA",291500.0,Single Family Residential,34.062971,-84.09077
22395,2015-05-01,2015-07-31,30024,"Atlanta, GA",315000.0,Single Family Residential,34.062971,-84.09077
22397,2016-03-01,2016-05-31,30024,"Atlanta, GA",325000.0,Single Family Residential,34.062971,-84.09077
22399,2016-06-01,2016-08-31,30024,"Atlanta, GA",350000.0,Single Family Residential,34.062971,-84.09077
22400,2017-01-01,2017-03-31,30024,"Atlanta, GA",348000.0,Single Family Residential,34.062971,-84.09077
22409,2019-04-01,2019-06-30,30024,"Atlanta, GA",387820.0,Single Family Residential,34.062971,-84.09077
22413,2020-03-01,2020-05-31,30024,"Atlanta, GA",397000.0,Single Family Residential,34.062971,-84.09077
22419,2012-01-01,2012-03-31,30534,"Atlanta, GA",140500.0,Single Family Residential,34.4311,-84.144329
22425,2012-07-01,2012-09-30,30534,"Atlanta, GA",119500.0,Single Family Residential,34.4311,-84.144329
22432,2013-09-01,2013-11-30,30534,"Atlanta, GA",158400.0,Single Family Residential,34.4311,-84.144329
22434,2013-12-01,2014-02-28,30534,"Atlanta, GA",173900.0,Single Family Residential,34.4311,-84.144329
22437,2014-07-01,2014-09-30,30534,"Atlanta, GA",183000.0,Single Family Residential,34.4311,-84.144329
22438,2014-08-01,2014-10-31,30534,"Atlanta, GA",171700.0,Single Family Residential,34.4311,-84.144329
22439,2014-12-01,2015-02-28,30534,"Atlanta, GA",178000.0,Single Family Residential,34.4311,-84.144329
22440,2015-04-01,2015-06-30,30534,"Atlanta, GA",208000.0,Single Family Residential,34.4311,-84.144329
22442,2015-05-01,2015-07-31,30534,"Atlanta, GA",175500.0,Single Family Residential,34.4311,-84.144329
22452,2016-08-01,2016-10-31,30534,"Atlanta, GA",185110.0,Single Family Residential,34.4311,-84.144329
22455,2017-08-01,2017-10-31,30534,"Atlanta, GA",199900.0,Single Family Residential,34.4311,-84.144329
22457,2017-10-01,2017-12-31,30534,"Atlanta, GA",211500.0,Single Family Residential,34.4311,-84.144329
22460,2018-07-01,2018-09-30,30534,"Atlanta, GA",235990.0,Single Family Residential,34.4311,-84.144329
22462,2018-10-01,2018-12-31,30534,"Atlanta, GA",269886.5,Single Family Residential,34.4311,-84.144329
22475,2020-09-01,2020-11-30,30534,"Atlanta, GA",292990.0,Single Family Residential,34.4311,-84.144329
22479,2021-05-01,2021-07-31,30534,"Atlanta, GA",325500.0,Single Family Residential,34.4311,-84.144329
22481,2021-08-01,2021-10-31,30534,"Atlanta, GA",345000.0,Single Family Residential,34.4311,-84.144329
22488,2012-04-01,2012-06-30,30014,"Atlanta, GA",59950.0,Single Family Residential,33.580062,-83.823102
22492,2012-08-01,2012-10-31,30014,"Atlanta, GA",70505.0,Single Family Residential,33.580062,-83.823102
22498,2012-11-01,2013-01-31,30014,"Atlanta, GA",75000.0,Single Family Residential,33.580062,-83.823102
22500,2012-12-01,2013-02-28,30014,"Atlanta, GA",75000.0,Single Family Residential,33.580062,-83.823102
22503,2013-04-01,2013-06-30,30014,"Atlanta, GA",88450.0,Single Family Residential,33.580062,-83.823102
22507,2013-05-01,2013-07-31,30014,"Atlanta, GA",100000.0,Single Family Residential,33.580062,-83.823102
22508,2013-06-01,2013-08-31,30014,"Atlanta, GA",109000.0,Single Family Residential,33.580062,-83.823102
22511,2013-07-01,2013-09-30,30014,"Atlanta, GA",112750.0,Single Family Residential,33.580062,-83.823102
22517,2013-10-01,2013-12-31,30014,"Atlanta, GA",121299.0,Single Family Residential,33.580062,-83.823102
22518,2013-11-01,2014-01-31,30014,"Atlanta, GA",129000.0,Single Family Residential,33.580062,-83.823102
