,zip,latitude,longitude,median_sale_price,percent_change_home_price,parent_metro_region,total_stores,occupation,total_employment,jobs_per_1000,annual_mean_salary,annual_median_salary,city_year,total_population_over_16,labor_force,percent_in_labor_vs_population,unemployment,information_industry_population,information_as_percent_of_labor
149,30228,33.404147,-84.30735,87333.33333333333,-0.7536678257989733,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
150,30233,33.292157,-83.969544,46941.66666666667,-0.9021899275856368,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
151,30234,33.323884,-84.030964,200000.0,0.0,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
152,30236,33.524478,-84.325439,265000.0,0.0750507099391479,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
153,30248,33.351576,-84.105959,70467.28971962616,-0.8472454357352338,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
154,30251,33.198174,-84.698112,134285.7142857143,-0.322521800109917,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
155,30252,33.473512,-84.057165,86837.5,-0.672910558332905,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
156,30253,33.448926,-84.18357,256544.44444444444,-0.0440934808072164,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
157,30256,33.007484,-84.3099,71045.51282051281,-0.8802312155200035,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
158,30257,33.143414,-84.18622,224000.0,0.1236885075259539,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
159,30259,33.266198,-84.737458,47460.05263157899,-0.8974421415617224,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
160,30260,33.584687,-84.327348,215000.0,0.0213776722090262,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
161,30263,33.388415,-84.858937,176708.4,-0.6338127513227514,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
162,30265,33.418625,-84.713134,338000.0,0.0016298710920137,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
163,30268,33.54643,-84.722632,417060.1851851852,0.5125156953375773,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,7968.0,4627.0,58.1,7.0,54.0,1.3
164,30269,33.391904,-84.570611,60088.23529411765,-0.8258879743247882,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
165,30273,33.583798,-84.271027,201690.9090909091,0.30348980334586,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
166,30276,33.26367,-84.570824,423874.0,0.0608585747983707,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
167,30277,33.375308,-84.649196,365385.0,0.0033914595633668,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
168,30281,33.567898,-84.193388,54227.27272727271,-0.7952486561925687,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
169,30288,33.652831,-84.327109,231450.0,0.1514925373134328,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
170,30290,33.476407,-84.589709,377625.0,0.1511720673530246,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
171,30291,33.575891,-84.543792,107415.3846153846,-0.6078807528312096,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,15739.0,10852.0,68.9,7.1,151.0,1.5
172,30292,33.168489,-84.393225,339680.0,0.0960955146821556,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
173,30293,32.976649,-84.611505,149312.5,-0.1634757715402877,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
174,30294,33.639853,-84.26715,195200.0,-0.2997528384954043,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
175,30295,33.090279,-84.310405,47235.0,-0.8266510297482836,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
176,30296,33.563185,-84.441151,171805.0,-0.2418700980392158,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,21592.0,14328.0,66.4,8.6,233.0,1.8
177,30297,33.615841,-84.373002,165500.0,0.0376175548589341,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
178,30303,33.753259,-84.389953,583777.7777777778,0.9382716049382714,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,6580.0,2704.0,41.1,17.8,111.0,5.0
179,30303,33.753259,-84.389953,583777.7777777778,0.9382716049382714,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,6580.0,2704.0,41.1,17.8,111.0,5.0
180,30305,33.835696,-84.389116,976276.9230769232,0.1680925102219809,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,20968.0,14950.0,71.3,1.2,580.0,3.9
181,30305,33.835696,-84.389116,976276.9230769232,0.1680925102219809,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,20968.0,14950.0,71.3,1.2,580.0,3.9
182,30306,33.789323,-84.351498,710273.4375,-0.0509327677088959,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,19989.0,15517.0,77.6,3.2,712.0,4.7
183,30306,33.789323,-84.351498,710273.4375,-0.0509327677088959,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,19989.0,15517.0,77.6,3.2,712.0,4.7
184,30307,33.771079,-84.3336,376081.5217391304,-0.0125978070952874,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,16729.0,12924.0,77.3,4.5,563.0,4.6
185,30307,33.771079,-84.3336,376081.5217391304,-0.0125978070952874,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,16729.0,12924.0,77.3,4.5,563.0,4.6
186,30308,33.771126,-84.378108,574987.8048780488,0.5549934469200524,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,17798.0,13945.0,78.4,3.5,605.0,4.5
187,30308,33.771126,-84.378108,574987.8048780488,0.5549934469200524,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,17798.0,13945.0,78.4,3.5,605.0,4.5
188,30309,33.799884,-84.385805,320066.6666666666,-0.6468850397830924,"Atlanta, GA",4.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,24113.0,19286.0,80.0,2.2,718.0,3.8
189,30309,33.799884,-84.385805,320066.6666666666,-0.6468850397830924,"Atlanta, GA",4.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,24113.0,19286.0,80.0,2.2,718.0,3.8
190,30310,33.726586,-84.425995,315000.0,-0.015625,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,22620.0,14770.0,65.3,10.0,315.0,2.4
191,30310,33.726586,-84.425995,315000.0,-0.015625,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,22620.0,14770.0,65.3,10.0,315.0,2.4
192,30311,33.723262,-84.475994,131723.6,-0.6371274383476744,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,28836.0,16360.0,56.7,13.2,417.0,2.9
193,30311,33.723262,-84.475994,131723.6,-0.6371274383476744,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,28836.0,16360.0,56.7,13.2,417.0,2.9
194,30312,33.744725,-84.375231,564556.9620253164,0.1258148491621419,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,20516.0,15379.0,75.0,3.7,975.0,6.6
195,30312,33.744725,-84.375231,564556.9620253164,0.1258148491621419,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,20516.0,15379.0,75.0,3.7,975.0,6.6
196,30313,33.764539,-84.397339,896055.5555555555,1.7708760683760687,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,11048.0,4900.0,44.4,12.9,81.0,1.9
197,30313,33.764539,-84.397339,896055.5555555555,1.7708760683760687,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,11048.0,4900.0,44.4,12.9,81.0,1.9
198,30314,33.757576,-84.432245,269500.0,0.7966666666666666,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,20723.0,10188.0,49.2,11.8,175.0,1.9
199,30314,33.757576,-84.432245,269500.0,0.7966666666666666,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,20723.0,10188.0,49.2,11.8,175.0,1.9
200,30317,33.747999,-84.315586,112652.17391304346,-0.6245614035087719,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,10723.0,7866.0,73.4,5.2,308.0,4.1
201,30317,33.747999,-84.315586,112652.17391304346,-0.6245614035087719,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,10723.0,7866.0,73.4,5.2,308.0,4.1
202,30318,33.792303,-84.447862,445000.0,-0.115797714386766,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,46856.0,30020.0,64.1,6.5,1334.0,4.8
203,30318,33.792303,-84.447862,445000.0,-0.115797714386766,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,46856.0,30020.0,64.1,6.5,1334.0,4.8
204,30319,33.875954,-84.334763,739176.4705882353,0.0252169165958104,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,35680.0,26473.0,74.2,2.7,1190.0,4.6
205,30319,33.875954,-84.334763,739176.4705882353,0.0252169165958104,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,35680.0,26473.0,74.2,2.7,1190.0,4.6
206,30324,33.818405,-84.358175,656285.7142857143,-0.0031211872894473,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,25413.0,20283.0,79.8,2.0,984.0,5.0
207,30324,33.818405,-84.358175,656285.7142857143,-0.0031211872894473,"Atlanta, GA",5.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,25413.0,20283.0,79.8,2.0,984.0,5.0
208,30326,33.849518,-84.363971,1067807.142857143,1.2232081632653062,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,6268.0,4913.0,78.4,4.9,120.0,2.6
209,30326,33.849518,-84.363971,1067807.142857143,1.2232081632653062,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,6268.0,4913.0,78.4,4.9,120.0,2.6
210,30327,33.869694,-84.4173,686666.6666666666,-0.3250905691246932,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,18272.0,10965.0,60.0,3.3,456.0,4.3
211,30327,33.869694,-84.4173,686666.6666666666,-0.3250905691246932,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,18272.0,10965.0,60.0,3.3,456.0,4.3
212,30328,33.932538,-84.385947,571362.5,-0.0646132366920152,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,31880.0,22466.0,70.5,1.8,1009.0,4.6
213,30329,33.827479,-84.323017,185584.23076923075,-0.515378317839586,"Atlanta, GA",4.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
214,30331,33.707455,-84.544149,261518.1739130435,-0.0028795500802923,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,51269.0,32096.0,62.6,9.8,767.0,2.7
215,30331,33.707455,-84.544149,261518.1739130435,-0.0028795500802923,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,51269.0,32096.0,62.6,9.8,767.0,2.7
216,30334,33.748855,-84.387243,242981.36363636365,-0.0087810668156979,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,0.0,0.0,,,0.0,
217,30334,33.748855,-84.387243,242981.36363636365,-0.0087810668156979,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,0.0,0.0,,,0.0,
218,30336,33.738366,-84.567535,187500.0,-0.0848375443090461,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,261.0,117.0,44.8,21.4,0.0,0.0
219,30336,33.738366,-84.567535,187500.0,-0.0848375443090461,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,261.0,117.0,44.8,21.4,0.0,0.0
220,30337,33.640147,-84.450081,350060.0,0.0401454988273498,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,9858.0,6608.0,67.0,6.0,146.0,2.4
221,30338,33.946218,-84.318119,543990.0,0.8461247231558304,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,27348.0,18225.0,66.6,3.4,827.0,4.7
222,30339,33.87632,-84.46209,427500.0,-0.3914361001317523,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,21672.0,17246.0,79.6,2.9,455.0,2.7
223,30340,33.897873,-84.252804,309000.0,0.2195495495495494,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
224,30341,33.888505,-84.289532,502888.2222222223,0.1194320262360934,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
225,30342,33.882179,-84.375289,885344.0,-0.1675185707569346,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,24042.0,18366.0,76.4,2.8,860.0,4.8
226,30342,33.882179,-84.375289,885344.0,-0.1675185707569346,"Atlanta, GA",3.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,24042.0,18366.0,76.4,2.8,860.0,4.8
227,30345,33.851722,-84.283624,467908.3333333333,-0.1492470039451816,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
228,30349,33.622488,-84.523908,280000.0,0.1914893617021276,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,57477.0,40232.0,70.0,8.8,893.0,2.4
229,30350,33.980254,-84.330016,51611.76470588235,-0.8177353170015842,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,32620.0,25056.0,76.8,4.4,1065.0,4.5
230,30354,33.661498,-84.386895,235000.0,0.0609480812641083,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,12155.0,8422.0,69.3,8.3,182.0,2.4
231,30354,33.661498,-84.386895,235000.0,0.0609480812641083,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,atlanta_2019,12155.0,8422.0,69.3,8.3,182.0,2.4
232,30360,33.933808,-84.272577,156722.7272727273,0.0632808699881871,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
233,30518,34.130846,-84.027398,270000.0,-0.3236728589420655,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
234,30534,34.4311,-84.144329,306428.5714285714,-0.0707031324900771,"Atlanta, GA",2.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
235,30620,33.929472,-83.758422,261250.0,-0.1364492992389931,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
236,30625,33.520284,-83.33353,184000.0,-0.4478003594371368,"Atlanta, GA",0.0,,,,,,,,,,,,
237,30641,33.778357,-83.574025,273214.2857142857,-0.0983954362350167,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
238,30650,33.583689,-83.473544,118148.6,-0.5237185988064149,"Atlanta, GA",1.0,,,,,,,,,,,,
239,30655,33.781688,-83.696095,270844.44444444444,-0.0256698904339198,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
240,30656,33.862137,-83.716175,104583.33333333331,-0.6332112628494516,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
241,30663,33.615822,-83.600873,265000.0,-0.1766949673926418,"Atlanta, GA",0.0,,,,,,,,,,,,
242,30666,33.962081,-83.584612,97560.60606060606,-0.6902045242294205,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
243,30680,33.996105,-83.700168,247025.0,-0.0855762493780987,"Atlanta, GA",1.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
244,31064,33.286297,-83.702346,137338.98305084746,-0.4046705569545812,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
245,31085,33.427349,-83.6277,127123.40425531915,0.5296496116176967,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
246,31816,32.881465,-84.60815,56701.470588235294,-0.8917826924914887,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
247,31830,32.900708,-84.729063,129946.42857142857,-0.6087997408846937,"Atlanta, GA",0.0,Computer and Mathematical Occupations,124980.0,47.471,94280.0,92700.0,,,,,,,
248,33010,25.833202,-80.27872,397500.0,0.0488126649076516,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,39061.0,22276.0,57.0,5.2,385.0,1.8
249,33012,25.866106,-80.301115,325000.0,-0.2155299173443358,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,63380.0,34313.0,54.1,4.7,408.0,1.2
250,33013,25.86219,-80.269677,274653.8461538461,-0.328950979472589,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,27550.0,15722.0,57.1,4.4,112.0,0.7
251,33014,25.9031,-80.302654,526833.3333333334,0.2170238103907894,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34802.0,20990.0,60.3,4.6,502.0,2.5
252,33015,25.940565,-80.31818,428490.3846153846,0.1894840591989286,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,54309.0,36324.0,66.9,5.0,663.0,1.9
253,33018,25.917734,-80.384416,199968.75,-0.4837359289180543,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,43761.0,30768.0,70.3,3.3,674.0,2.3
254,33030,25.485147,-80.510882,382625.0,0.1420706280948657,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,25103.0,16508.0,65.8,4.8,97.0,0.6
255,33031,25.524982,-80.500875,690000.0,-0.0308988764044944,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,5580.0,3817.0,68.4,3.6,66.0,1.8
256,33032,25.531517,-80.3908,392117.1875,0.0966225287982564,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,36983.0,25523.0,69.0,7.8,449.0,1.9
257,33033,25.481199,-80.414925,370400.0,0.0751814223512337,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,42059.0,27423.0,65.2,8.6,314.0,1.3
258,33034,25.274332,-80.632552,269414.6341463415,-0.5130000166618331,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,15295.0,7712.0,50.4,12.0,29.0,0.4
259,33035,25.409275,-80.384155,365000.0,0.0,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,11960.0,8552.0,71.5,8.2,23.0,0.3
260,33054,25.908575,-80.265122,167276.7857142857,0.034809608215094,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,24870.0,13224.0,53.2,9.6,248.0,2.1
261,33055,25.948468,-80.278855,234729.41176470587,-0.2116708482718224,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,33233.0,18594.0,56.0,5.5,440.0,2.5
262,33056,25.948877,-80.243582,431000.0,0.2902704586865602,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,27975.0,16418.0,58.7,11.1,364.0,2.5
263,33109,25.756717,-80.140066,11565724.489795918,5.77844452926941,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,392.0,153.0,39.0,0.0,0.0,0.0
264,33122,25.794856,-80.288375,1035000.0,-0.059090909090909,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,162.0,89.0,54.9,0.0,0.0,0.0
265,33125,25.783849,-80.23609,294531.25,0.0064826295460695,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,51745.0,28277.0,54.6,4.0,484.0,1.8
266,33126,25.7794,-80.299475,363166.6666666667,-0.1655974132498183,"Miami, FL",6.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,45566.0,28675.0,62.9,4.6,478.0,1.7
267,33127,25.813175,-80.205808,371642.2018348624,-0.2595186943893781,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,25056.0,14650.0,58.5,10.9,140.0,1.1
268,33129,25.750167,-80.190028,388750.92,-0.4060091103171837,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,11679.0,8541.0,73.1,3.6,250.0,3.0
269,33130,25.768524,-80.203359,433428.5714285714,0.3459998564970941,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,26191.0,16923.0,64.6,3.2,438.0,2.7
270,33131,25.766206,-80.182897,844736.8421052633,5.824405476819603,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,16367.0,13300.0,81.3,2.8,520.0,4.0
271,33134,25.753332,-80.270379,935000.0,0.0388888888888889,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34176.0,22045.0,64.5,2.7,695.0,3.2
272,33135,25.766544,-80.235095,433461.5384615384,0.1220313796888804,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,33116.0,19338.0,58.4,7.6,210.0,1.2
273,33137,25.816281,-80.171528,1410000.0,0.1058823529411765,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,19642.0,14426.0,73.4,4.4,612.0,4.4
274,33138,25.853764,-80.178006,1991345.238095238,3.863776915724968,"Miami, FL",4.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,24688.0,16988.0,68.8,7.0,718.0,4.5
275,33139,25.779808,-80.1532,3761363.636363636,0.4230871495771794,"Miami, FL",5.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34587.0,24913.0,72.0,4.0,770.0,3.2
276,33140,25.819714,-80.133711,1990000.0,0.0440713536201469,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,16472.0,10236.0,62.1,3.2,249.0,2.5
277,33141,25.851854,-80.138726,362272.7272727273,-0.580957948803608,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34515.0,24834.0,72.0,3.4,544.0,2.3
278,33142,25.812043,-80.238614,168076.92307692306,-0.6465560583207642,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,45872.0,26551.0,57.9,9.0,275.0,1.1
279,33144,25.763458,-80.312667,454448.275862069,-0.0383146772031789,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,25834.0,15472.0,59.9,5.1,168.0,1.1
280,33145,25.753132,-80.234427,539516.1290322581,-0.0088378258948298,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,26628.0,17139.0,64.4,3.7,449.0,2.7
281,33146,25.72085,-80.272571,1207777.7777777778,-0.1676186467853134,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,13940.0,7535.0,54.1,6.0,192.0,2.7
282,33147,25.851225,-80.238166,1100573.076923077,3.003483421560844,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,37010.0,20965.0,56.6,9.6,166.0,0.9
283,33149,25.719513,-80.168541,3900000.0,0.2046332046332046,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,9737.0,5918.0,60.8,5.3,234.0,4.2
