,city_year,zip_code,total_population_over_16,labor_force,percent_in_labor_vs_population,unemployment,information_industry_population,information_as_percent_of_labor
1207,atlanta_2019,30009,13595,9332,68.6,5.2,431,4.9
1208,atlanta_2019,30022,53189,37898,71.3,4.4,1815,5.0
1209,atlanta_2019,30024,59001,40650,68.9,3.6,1224,3.1
1210,atlanta_2019,30075,42573,28395,66.7,4.2,1167,4.3
1211,atlanta_2019,30076,35964,26474,73.6,3.1,769,3.0
1212,atlanta_2019,30092,28369,20355,71.8,3.3,879,4.5
1213,atlanta_2019,30097,37148,25190,67.8,4.5,944,3.9
1214,atlanta_2019,30213,25159,18059,71.8,4.5,591,3.4
1215,atlanta_2019,30268,7968,4627,58.1,7.0,54,1.3
1216,atlanta_2019,30291,15739,10852,68.9,7.1,151,1.5
1217,atlanta_2019,30296,21592,14328,66.4,8.6,233,1.8
1218,atlanta_2019,30303,6580,2704,41.1,17.8,111,5.0
1219,atlanta_2019,30305,20968,14950,71.3,1.2,580,3.9
1220,atlanta_2019,30306,19989,15517,77.6,3.2,712,4.7
1221,atlanta_2019,30307,16729,12924,77.3,4.5,563,4.6
1222,atlanta_2019,30308,17798,13945,78.4,3.5,605,4.5
1223,atlanta_2019,30309,24113,19286,80.0,2.2,718,3.8
1224,atlanta_2019,30310,22620,14770,65.3,10.0,315,2.4
1225,atlanta_2019,30311,28836,16360,56.7,13.2,417,2.9
1226,atlanta_2019,30312,20516,15379,75.0,3.7,975,6.6
1227,atlanta_2019,30313,11048,4900,44.4,12.9,81,1.9
1228,atlanta_2019,30314,20723,10188,49.2,11.8,175,1.9
1229,atlanta_2019,30315,26575,15104,56.8,11.3,378,2.8
1230,atlanta_2019,30316,28320,20321,71.8,5.3,1066,5.6
1231,atlanta_2019,30317,10723,7866,73.4,5.2,308,4.1
1232,atlanta_2019,30318,46856,30020,64.1,6.5,1334,4.8
1233,atlanta_2019,30319,35680,26473,74.2,2.7,1190,4.6
1234,atlanta_2019,30324,25413,20283,79.8,2.0,984,5.0
1235,atlanta_2019,30326,6268,4913,78.4,4.9,120,2.6
1236,atlanta_2019,30327,18272,10965,60.0,3.3,456,4.3
1237,atlanta_2019,30328,31880,22466,70.5,1.8,1009,4.6
1238,atlanta_2019,30331,51269,32096,62.6,9.8,767,2.7
1239,atlanta_2019,30332,3034,672,22.1,3.7,0,0.0
1240,atlanta_2019,30334,0,0,-,-,0,-
1241,atlanta_2019,30336,261,117,44.8,21.4,0,0.0
1242,atlanta_2019,30337,9858,6608,67.0,6.0,146,2.4
1243,atlanta_2019,30338,27348,18225,66.6,3.4,827,4.7
1244,atlanta_2019,30339,21672,17246,79.6,2.9,455,2.7
1245,atlanta_2019,30342,24042,18366,76.4,2.8,860,4.8
1246,atlanta_2019,30344,25633,17640,68.8,7.0,606,3.7
1247,atlanta_2019,30349,57477,40232,70.0,8.8,893,2.4
1248,atlanta_2019,30350,32620,25056,76.8,4.4,1065,4.5
1249,atlanta_2019,30354,12155,8422,69.3,8.3,182,2.4
1250,atlanta_2019,30363,3690,2395,64.9,4.6,192,8.4
1251,miami_2011,33010,38495,21163,55.0,12.3,173,0.9
1252,miami_2011,33012,62815,36088,57.5,8.7,613,1.9
1253,miami_2011,33013,27828,15940,57.3,13.1,136,1.0
1254,miami_2011,33014,33206,20383,61.4,11.7,408,2.3
1255,miami_2011,33015,46159,32832,71.1,7.0,690,2.3
1256,miami_2011,33016,37019,24166,65.3,11.3,437,2.0
1257,miami_2011,33018,36437,23946,65.7,9.0,455,2.1
1258,miami_2011,33030,22829,15149,66.4,13.8,228,1.7
1259,miami_2011,33031,4873,3094,63.5,6.7,0,0.0
1260,miami_2011,33032,23247,15418,66.3,12.3,446,3.3
1261,miami_2011,33033,33845,21877,64.6,9.9,356,1.8
1262,miami_2011,33034,24262,6582,27.1,15.0,108,1.9
1263,miami_2011,33035,8438,5815,68.9,6.8,221,4.1
1264,miami_2011,33039,43,43,100.0,0.0,0,0.0
1265,miami_2011,33054,22589,12087,53.5,13.5,78,0.7
1266,miami_2011,33055,35609,22223,62.4,13.6,302,1.6
1267,miami_2011,33056,25581,16481,64.4,14.6,254,1.8
1268,miami_2011,33101,0,0,-,-,0,-
1269,miami_2011,33109,150,80,53.3,13.8,6,8.7
1270,miami_2011,33122,0,0,-,-,0,-
1271,miami_2011,33125,46101,26870,58.3,8.5,239,1.0
1272,miami_2011,33126,38945,25524,65.5,11.5,444,2.0
1273,miami_2011,33127,23339,13440,57.6,18.0,234,2.1
1274,miami_2011,33128,6312,3551,56.3,9.7,94,2.9
1275,miami_2011,33129,11512,7960,69.1,5.1,321,4.2
1276,miami_2011,33130,19308,11554,59.8,5.9,189,1.7
1277,miami_2011,33131,10058,8240,81.9,3.6,322,4.1
1278,miami_2011,33132,6593,4100,62.2,5.8,156,4.0
1279,miami_2011,33133,27282,18137,66.5,9.0,444,2.7
1280,miami_2011,33134,31655,19670,62.1,9.4,718,4.0
1281,miami_2011,33135,30033,17337,57.7,10.4,201,1.3
1282,miami_2011,33136,10059,5509,54.8,14.8,51,1.1
1283,miami_2011,33137,15728,11081,70.5,12.2,385,4.0
1284,miami_2011,33138,21605,14442,66.8,13.2,338,2.7
1285,miami_2011,33139,34971,25426,72.7,4.8,901,3.7
1286,miami_2011,33140,16535,10090,61.0,4.9,207,2.2
1287,miami_2011,33141,30623,20890,68.2,5.4,777,3.9
1288,miami_2011,33142,43262,23409,54.1,16.0,254,1.3
1289,miami_2011,33143,24644,15965,64.8,8.5,311,2.1
1290,miami_2011,33144,21645,12765,59.0,16.1,148,1.4
1291,miami_2011,33145,27664,17158,62.0,6.9,163,1.0
1292,miami_2011,33146,13368,6467,48.4,6.9,137,2.3
1293,miami_2011,33147,33860,20092,59.3,17.9,260,1.6
1294,miami_2011,33149,9065,5129,56.6,3.0,114,2.3
1295,miami_2011,33150,20294,12311,60.7,17.4,151,1.5
1296,miami_2011,33154,11588,7484,64.6,6.2,220,3.1
1297,miami_2011,33155,37158,23524,63.3,6.9,489,2.2
1298,miami_2011,33156,23594,14988,63.5,5.4,411,2.9
1299,miami_2011,33157,50396,32666,64.8,10.0,683,2.3
1300,miami_2011,33158,5304,3132,59.0,4.3,17,0.6
1301,miami_2011,33160,32189,18142,56.4,6.1,543,3.2
1302,miami_2011,33161,39767,24866,62.5,12.8,356,1.6
1303,miami_2011,33162,34268,23288,68.0,13.3,245,1.2
1304,miami_2011,33165,47359,27642,58.4,7.0,641,2.5
1305,miami_2011,33166,17409,11700,67.2,10.6,244,2.3
1306,miami_2011,33167,14899,8671,58.2,14.8,85,1.2
1307,miami_2011,33168,20988,14061,67.0,14.2,192,1.6
1308,miami_2011,33169,28213,19795,70.2,12.4,502,2.9
1309,miami_2011,33170,8445,5312,62.9,12.6,118,2.5
1310,miami_2011,33172,31467,20655,65.6,9.8,567,3.1
1311,miami_2011,33173,29759,19415,65.2,8.1,493,2.8
1312,miami_2011,33174,23733,13386,56.4,8.7,155,1.3
1313,miami_2011,33175,44618,27911,62.6,10.8,661,2.7
1314,miami_2011,33176,41279,27211,65.9,9.3,434,1.8
1315,miami_2011,33177,42676,27350,64.1,9.9,640,2.6
1316,miami_2011,33178,30410,18630,61.3,4.3,765,4.3
1317,miami_2011,33179,32076,21662,67.5,8.7,403,2.0
1318,miami_2011,33180,26406,15179,57.5,9.1,625,4.5
1319,miami_2011,33181,14053,9605,68.3,11.3,120,1.4
1320,miami_2011,33182,11881,8057,67.8,7.5,245,3.3
1321,miami_2011,33183,29579,19859,67.1,8.2,348,1.9
1322,miami_2011,33184,17731,11560,65.2,5.3,141,1.3
1323,miami_2011,33185,21411,14531,67.9,6.2,400,2.9
1324,miami_2011,33186,55263,39921,72.2,7.3,763,2.1
1325,miami_2011,33187,13128,8391,63.9,10.7,83,1.1
1326,miami_2011,33189,17641,11854,67.2,10.4,218,2.1
1327,miami_2011,33190,7305,5111,70.0,8.7,81,1.7
1328,miami_2011,33193,36037,24131,67.0,8.6,605,2.7
1329,miami_2011,33194,5728,2835,49.5,8.2,70,2.7
1330,miami_2011,33196,34157,24449,71.6,10.0,724,3.3
1331,miami_2012,33010,38977,21705,55.7,15.0,177,1.0
1332,miami_2012,33012,63600,36893,58.0,9.4,769,2.3
1333,miami_2012,33013,27403,15264,55.7,15.0,181,1.4
1334,miami_2012,33014,33897,21039,62.1,12.5,434,2.4
1335,miami_2012,33015,48199,33679,69.9,7.8,837,2.7
1336,miami_2012,33016,37290,24489,65.7,12.5,518,2.4
1337,miami_2012,33018,37270,24539,65.8,9.2,418,1.9
1338,miami_2012,33030,23532,15671,66.6,14.8,239,1.8
1339,miami_2012,33031,5340,3258,61.0,9.4,0,0.0
1340,miami_2012,33032,25073,16137,64.4,12.6,465,3.3
1341,miami_2012,33033,36322,23309,64.2,11.5,317,1.6
1342,miami_2012,33034,22719,6665,29.3,15.9,85,1.5
1343,miami_2012,33035,9108,6306,69.2,10.6,181,3.3
1344,miami_2012,33039,205,126,61.5,0.0,0,0.0
1345,miami_2012,33054,22364,11351,50.8,13.9,132,1.4
1346,miami_2012,33055,36013,22677,63.0,14.8,346,1.8
1347,miami_2012,33056,26174,16387,62.6,18.1,287,2.1
1348,miami_2012,33101,0,0,-,-,0,-
1349,miami_2012,33109,354,218,61.6,8.7,9,4.5
1350,miami_2012,33122,0,0,-,-,0,-
1351,miami_2012,33125,45521,25749,56.6,9.8,317,1.4
1352,miami_2012,33126,39686,26016,65.6,13.5,448,2.0
1353,miami_2012,33127,22772,12830,56.3,21.8,168,1.7
1354,miami_2012,33128,6434,3651,56.7,13.0,31,1.0
1355,miami_2012,33129,11355,7791,68.6,6.0,371,5.1
1356,miami_2012,33130,19916,12324,61.9,6.2,205,1.8
1357,miami_2012,33131,11146,8842,79.3,4.5,345,4.1
1358,miami_2012,33132,7954,5400,67.9,6.8,178,3.6
1359,miami_2012,33133,27524,18510,67.3,10.7,423,2.6
1360,miami_2012,33134,32447,20304,62.6,10.7,536,3.0
1361,miami_2012,33135,30347,17352,57.2,13.9,123,0.8
1362,miami_2012,33136,10424,5863,56.2,22.1,55,1.2
1363,miami_2012,33137,16781,11965,71.3,12.9,363,3.5
1364,miami_2012,33138,22180,14915,67.2,13.3,355,2.7
1365,miami_2012,33139,34774,25495,73.3,6.0,851,3.6
1366,miami_2012,33140,17107,10609,62.0,5.3,139,1.4
1367,miami_2012,33141,30768,21139,68.7,7.2,558,2.9
1368,miami_2012,33142,44566,24252,54.4,18.0,159,0.8
1369,miami_2012,33143,25428,16692,65.6,8.3,275,1.8
1370,miami_2012,33144,22043,13056,59.2,17.4,169,1.6
1371,miami_2012,33145,26823,16502,61.5,8.9,141,0.9
1372,miami_2012,33146,13415,6641,49.5,6.7,76,1.2
1373,miami_2012,33147,34269,21043,61.4,20.0,233,1.4
1374,miami_2012,33149,8894,4843,54.5,3.4,239,5.1
1375,miami_2012,33150,21165,12659,59.8,19.6,133,1.3
1376,miami_2012,33154,11210,6891,61.5,6.6,194,3.0
1377,miami_2012,33155,38978,25575,65.6,8.6,572,2.5
1378,miami_2012,33156,24714,15414,62.4,6.6,391,2.7
1379,miami_2012,33157,51904,33521,64.6,10.7,730,2.4
1380,miami_2012,33158,5422,3404,62.8,5.3,38,1.2
1381,miami_2012,33160,32339,18432,57.0,6.5,493,2.9
1382,miami_2012,33161,40261,25156,62.5,14.0,326,1.5
1383,miami_2012,33162,35197,24025,68.3,17.5,318,1.6
1384,miami_2012,33165,47611,27144,57.0,7.5,702,2.8
1385,miami_2012,33166,18013,11749,65.2,13.2,233,2.3
1386,miami_2012,33167,15178,8866,58.4,15.2,53,0.7
1387,miami_2012,33168,22371,14294,63.9,15.6,156,1.3
1388,miami_2012,33169,28761,19775,68.8,15.4,454,2.7
1389,miami_2012,33170,9352,5749,61.5,16.0,89,1.8
1390,miami_2012,33172,30882,20411,66.1,10.8,417,2.3
1391,miami_2012,33173,29593,19527,66.0,10.8,448,2.6
1392,miami_2012,33174,24990,13998,56.0,10.2,152,1.2
1393,miami_2012,33175,45303,28840,63.7,10.9,707,2.8
1394,miami_2012,33176,41220,27409,66.5,10.8,491,2.0
1395,miami_2012,33177,43460,27609,63.5,10.6,542,2.2
1396,miami_2012,33178,30548,19062,62.4,4.6,707,3.9
1397,miami_2012,33179,32803,22130,67.5,9.2,410,2.0
1398,miami_2012,33180,26439,14728,55.7,10.9,468,3.6
1399,miami_2012,33181,13837,9191,66.4,11.1,145,1.8
1400,miami_2012,33182,12746,8159,64.0,10.1,249,3.4
1401,miami_2012,33183,30131,20641,68.5,9.9,400,2.2
1402,miami_2012,33184,17605,10994,62.4,6.3,169,1.6
1403,miami_2012,33185,21970,14875,67.7,7.2,378,2.7
1404,miami_2012,33186,56906,40240,70.7,8.8,842,2.3
1405,miami_2012,33187,12651,8083,63.9,12.3,89,1.3
1406,miami_2012,33189,16581,10965,66.1,10.7,267,2.7
1407,miami_2012,33190,8430,6039,71.6,10.0,75,1.4
1408,miami_2012,33193,35998,23878,66.3,9.9,482,2.2
1409,miami_2012,33194,6305,3064,48.6,9.7,67,2.4
1410,miami_2012,33196,34931,24601,70.4,11.1,617,2.8
1411,miami_2013,33010,39320,21894,55.7,15.3,156,0.8
1412,miami_2013,33012,63684,36325,57.0,10.5,793,2.4
1413,miami_2013,33013,27356,15063,55.1,16.1,149,1.2
1414,miami_2013,33014,33620,20344,60.5,14.4,329,1.9
1415,miami_2013,33015,50028,34881,69.7,7.6,804,2.5
1416,miami_2013,33016,38850,24837,63.9,13.3,458,2.1
1417,miami_2013,33018,37996,24182,63.6,10.6,394,1.8
1418,miami_2013,33030,24362,15710,64.5,17.1,166,1.3
1419,miami_2013,33031,5153,3060,59.4,11.9,0,0.0
1420,miami_2013,33032,26887,17329,64.5,15.6,350,2.4
1421,miami_2013,33033,37344,23849,63.9,13.0,385,1.9
1422,miami_2013,33034,21092,6764,32.1,19.6,64,1.2
1423,miami_2013,33035,10027,6807,67.9,12.1,353,6.1
1424,miami_2013,33039,276,180,65.2,12.8,0,0.0
1425,miami_2013,33054,22182,11293,50.9,14.2,150,1.6
1426,miami_2013,33055,37064,23620,63.7,15.1,321,1.6
1427,miami_2013,33056,26181,16368,62.5,17.9,291,2.2
1428,miami_2013,33101,0,0,-,-,0,-
1429,miami_2013,33109,364,231,63.5,9.1,7,3.3
1430,miami_2013,33122,0,0,-,-,0,-
1431,miami_2013,33125,45987,26120,56.8,9.4,251,1.1
1432,miami_2013,33126,40163,26098,65.0,13.5,326,1.4
1433,miami_2013,33127,22729,12747,56.1,21.7,186,1.9
1434,miami_2013,33128,6333,3818,60.3,13.2,28,0.8
1435,miami_2013,33129,11890,8181,68.8,6.1,345,4.5
1436,miami_2013,33130,20120,12407,61.7,5.8,250,2.1
1437,miami_2013,33131,12512,10036,80.2,5.0,446,4.7
1438,miami_2013,33132,9423,6607,70.1,8.2,219,3.6
1439,miami_2013,33133,27625,19062,69.0,11.1,485,2.9
1440,miami_2013,33134,34278,21472,62.6,10.6,370,1.9
1441,miami_2013,33135,30127,17133,56.9,16.0,140,1.0
1442,miami_2013,33136,10528,5775,54.9,24.8,38,0.9
1443,miami_2013,33137,17464,12637,72.4,12.4,359,3.2
1444,miami_2013,33138,22987,15124,65.8,14.2,369,2.8
1445,miami_2013,33139,34270,25233,73.6,4.8,861,3.6
1446,miami_2013,33140,17630,11068,62.8,5.1,247,2.4
1447,miami_2013,33141,31703,21274,67.1,7.4,471,2.4
1448,miami_2013,33142,43186,23424,54.2,19.6,157,0.8
1449,miami_2013,33143,25237,16473,65.3,8.8,351,2.3
1450,miami_2013,33144,22344,13303,59.5,16.0,171,1.5
1451,miami_2013,33145,26943,16708,62.0,10.1,189,1.3
1452,miami_2013,33146,13277,7001,52.7,7.6,85,1.3
1453,miami_2013,33147,33885,20477,60.4,21.8,292,1.8
1454,miami_2013,33149,8793,5071,57.7,5.4,229,4.8
1455,miami_2013,33150,20627,12405,60.1,23.5,147,1.5
1456,miami_2013,33154,10792,6329,58.6,7.8,253,4.3
1457,miami_2013,33155,39216,25361,64.7,9.4,639,2.8
1458,miami_2013,33156,25220,15558,61.7,7.0,363,2.5
1459,miami_2013,33157,53049,33666,63.5,10.9,682,2.3
1460,miami_2013,33158,5439,3289,60.5,9.0,32,1.1
1461,miami_2013,33160,33208,18787,56.6,6.7,451,2.6
1462,miami_2013,33161,42095,25620,60.9,15.9,372,1.7
1463,miami_2013,33162,35747,24118,67.5,17.8,361,1.8
1464,miami_2013,33165,48326,28338,58.6,8.1,828,3.2
1465,miami_2013,33166,19023,12184,64.0,12.8,202,1.9
1466,miami_2013,33167,16126,9486,58.8,14.3,38,0.5
1467,miami_2013,33168,22702,14443,63.6,16.3,211,1.7
1468,miami_2013,33169,29481,20636,70.0,16.0,458,2.6
1469,miami_2013,33170,8923,5366,60.1,17.7,68,1.5
1470,miami_2013,33172,32325,21089,65.2,11.2,358,1.9
1471,miami_2013,33173,29514,19699,66.7,11.6,308,1.8
1472,miami_2013,33174,25347,13926,54.9,10.5,167,1.3
1473,miami_2013,33175,44109,27824,63.1,10.4,642,2.6
1474,miami_2013,33176,41731,27911,66.9,10.7,435,1.7
1475,miami_2013,33177,44756,28400,63.5,11.5,428,1.7
1476,miami_2013,33178,31409,20161,64.2,5.1,950,5.0
1477,miami_2013,33179,33800,22194,65.7,10.0,309,1.5
1478,miami_2013,33180,26899,15112,56.2,10.1,438,3.2
1479,miami_2013,33181,13989,9245,66.1,12.0,135,1.7
1480,miami_2013,33182,13833,8258,59.7,9.4,255,3.4
1481,miami_2013,33183,31581,21045,66.6,11.4,470,2.5
1482,miami_2013,33184,17910,11190,62.5,8.5,151,1.5
1483,miami_2013,33185,22692,15419,67.9,7.8,418,2.9
1484,miami_2013,33186,56716,39645,69.9,9.6,863,2.4
1485,miami_2013,33187,13784,8660,62.8,10.4,85,1.1
1486,miami_2013,33189,18007,11755,65.3,10.6,356,3.4
1487,miami_2013,33190,8483,6216,73.3,9.7,66,1.2
1488,miami_2013,33193,37607,24492,65.1,9.9,474,2.1
1489,miami_2013,33194,6227,2786,44.7,8.0,44,1.7
1490,miami_2013,33196,35086,24270,69.2,11.2,556,2.6
1491,miami_2014,33010,39487,21848,55.3,15.2,246,1.3
1492,miami_2014,33012,64179,36765,57.3,9.9,794,2.4
1493,miami_2014,33013,29184,15765,54.0,13.0,204,1.5
1494,miami_2014,33014,33068,20537,62.1,13.8,341,1.9
1495,miami_2014,33015,52085,35410,68.0,7.1,680,2.1
1496,miami_2014,33016,40082,25434,63.5,13.8,466,2.1
1497,miami_2014,33018,38366,24738,64.5,10.4,464,2.1
1498,miami_2014,33030,25452,15924,62.6,16.3,148,1.1
1499,miami_2014,33031,5039,3113,61.8,11.4,0,0.0
1500,miami_2014,33032,28074,18388,65.5,16.1,274,1.8
1501,miami_2014,33033,38734,24572,63.4,12.5,308,1.5
1502,miami_2014,33034,19381,7346,37.9,20.7,25,0.4
1503,miami_2014,33035,10345,7119,68.8,11.9,196,3.2
1504,miami_2014,33039,274,172,62.8,14.5,0,0.0
1505,miami_2014,33054,22965,11858,51.6,14.5,193,1.9
1506,miami_2014,33055,36985,22756,61.5,14.9,302,1.6
1507,miami_2014,33056,27584,17193,62.3,17.8,306,2.2
1508,miami_2014,33101,0,0,-,-,0,-
1509,miami_2014,33109,371,195,52.6,0.0,0,0.0
1510,miami_2014,33122,0,0,-,-,0,-
1511,miami_2014,33125,48465,27069,55.9,8.2,317,1.3
1512,miami_2014,33126,40829,26419,64.7,12.6,289,1.3
1513,miami_2014,33127,23155,12840,55.5,18.6,130,1.2
1514,miami_2014,33128,6322,3778,59.8,15.9,19,0.6
1515,miami_2014,33129,11626,8166,70.2,6.9,414,5.4
1516,miami_2014,33130,20141,12721,63.2,6.3,295,2.5
1517,miami_2014,33131,13410,10547,78.7,4.4,493,4.9
1518,miami_2014,33132,9735,6739,69.2,6.8,226,3.6
1519,miami_2014,33133,27879,19163,68.7,11.8,466,2.8
1520,miami_2014,33134,35683,22670,63.5,9.4,432,2.1
1521,miami_2014,33135,30330,17625,58.1,14.6,147,1.0
1522,miami_2014,33136,10806,6038,55.9,26.3,44,1.0
1523,miami_2014,33137,18371,13496,73.5,12.0,452,3.8
1524,miami_2014,33138,23211,15053,64.9,13.2,472,3.6
1525,miami_2014,33139,34048,24896,73.1,4.9,809,3.4
1526,miami_2014,33140,18622,11354,61.0,5.2,224,2.1
1527,miami_2014,33141,32180,21745,67.6,6.5,553,2.7
1528,miami_2014,33142,43518,23638,54.3,19.1,120,0.6
1529,miami_2014,33143,26581,17914,67.4,7.8,338,2.0
1530,miami_2014,33144,22734,13368,58.8,16.7,168,1.5
1531,miami_2014,33145,26518,16616,62.7,9.8,168,1.1
1532,miami_2014,33146,12959,6967,53.8,6.7,131,2.0
1533,miami_2014,33147,34191,20380,59.6,20.5,547,3.4
1534,miami_2014,33149,9069,5146,56.7,4.7,166,3.4
1535,miami_2014,33150,21897,13149,60.0,22.5,130,1.3
1536,miami_2014,33154,11165,6658,59.6,6.5,292,4.7
1537,miami_2014,33155,40090,25320,63.2,9.5,668,2.9
1538,miami_2014,33156,26755,16915,63.2,7.6,340,2.2
1539,miami_2014,33157,53741,34006,63.3,10.9,614,2.0
1540,miami_2014,33158,5747,3603,62.7,8.2,32,1.0
1541,miami_2014,33160,34105,19006,55.7,5.8,439,2.5
1542,miami_2014,33161,43272,26606,61.5,14.9,402,1.8
1543,miami_2014,33162,37371,24493,65.5,16.7,375,1.8
1544,miami_2014,33165,48205,28362,58.8,7.8,795,3.0
1545,miami_2014,33166,19843,12203,61.5,12.5,188,1.8
1546,miami_2014,33167,16174,9357,57.9,13.5,238,2.9
1547,miami_2014,33168,23565,14547,61.7,17.1,165,1.4
1548,miami_2014,33169,29706,20287,68.3,15.3,407,2.4
1549,miami_2014,33170,9872,5761,58.4,17.7,159,3.4
1550,miami_2014,33172,33207,21409,64.5,9.6,428,2.2
1551,miami_2014,33173,28908,18838,65.2,9.1,313,1.8
1552,miami_2014,33174,26873,14820,55.1,10.6,177,1.3
1553,miami_2014,33175,46188,28932,62.6,9.2,725,2.8
1554,miami_2014,33176,42534,28062,66.0,9.2,531,2.1
1555,miami_2014,33177,45729,28898,63.2,10.0,407,1.6
1556,miami_2014,33178,31750,20686,65.2,4.5,972,4.9
1557,miami_2014,33179,34963,22616,64.7,10.1,530,2.6
1558,miami_2014,33180,26476,14577,55.1,9.5,383,2.9
1559,miami_2014,33181,14649,9474,64.7,10.9,188,2.2
1560,miami_2014,33182,15011,8158,54.3,8.1,266,3.5
1561,miami_2014,33183,31582,20721,65.6,11.0,301,1.6
1562,miami_2014,33184,18534,11260,60.8,8.9,169,1.7
1563,miami_2014,33185,23164,15465,66.8,7.9,387,2.7
1564,miami_2014,33186,57361,38616,67.3,9.0,709,2.0
1565,miami_2014,33187,13114,8436,64.3,8.4,78,1.0
1566,miami_2014,33189,19148,12456,65.1,9.9,333,3.0
1567,miami_2014,33190,9446,6777,71.7,10.3,100,1.7
1568,miami_2014,33193,39862,25526,64.0,8.8,470,2.0
1569,miami_2014,33194,7277,3463,47.6,7.6,0,0.0
1570,miami_2014,33196,36978,25189,68.1,10.0,570,2.5
1571,miami_2015,33010,39132,21912,56.0,13.4,270,1.4
1572,miami_2015,33012,64899,36823,56.7,9.0,668,2.0
1573,miami_2015,33013,29214,15439,52.8,11.4,159,1.2
1574,miami_2015,33014,33656,20418,60.7,12.4,260,1.5
1575,miami_2015,33015,53015,36087,68.1,6.1,580,1.7
1576,miami_2015,33016,40522,25932,64.0,11.9,369,1.6
1577,miami_2015,33018,40115,26312,65.6,7.8,593,2.4
1578,miami_2015,33030,25739,15892,61.7,14.7,82,0.6
1579,miami_2015,33031,5324,3486,65.5,9.4,0,0.0
1580,miami_2015,33032,30049,19713,65.6,14.8,225,1.3
1581,miami_2015,33033,40979,26004,63.5,14.2,297,1.4
1582,miami_2015,33034,16769,7535,44.9,21.1,26,0.4
1583,miami_2015,33035,11107,7948,71.6,11.5,141,2.0
1584,miami_2015,33039,331,214,64.7,12.1,0,0.0
1585,miami_2015,33054,23811,11361,47.7,12.0,235,2.4
1586,miami_2015,33055,37220,22807,61.3,14.0,359,1.8
1587,miami_2015,33056,27482,16866,61.4,17.7,293,2.1
1588,miami_2015,33101,0,0,-,-,0,-
1589,miami_2015,33109,453,249,55.0,0.0,0,0.0
1590,miami_2015,33122,0,0,-,-,0,-
1591,miami_2015,33125,48455,26993,55.7,6.6,465,1.8
1592,miami_2015,33126,43535,28051,64.4,11.8,315,1.3
1593,miami_2015,33127,24524,14233,58.0,16.0,133,1.1
1594,miami_2015,33128,6602,3918,59.3,16.1,19,0.6
1595,miami_2015,33129,10994,8009,72.8,6.5,346,4.6
1596,miami_2015,33130,19523,12715,65.1,4.4,260,2.1
1597,miami_2015,33131,13743,10753,78.2,3.1,357,3.4
1598,miami_2015,33132,9886,6465,65.4,5.3,214,3.5
1599,miami_2015,33133,27688,18616,67.2,9.3,374,2.2
1600,miami_2015,33134,37082,23752,64.1,7.2,398,1.8
1601,miami_2015,33135,32306,18735,58.0,14.0,140,0.9
1602,miami_2015,33136,11038,6080,55.1,25.5,52,1.2
1603,miami_2015,33137,19559,14402,73.6,10.4,623,4.8
1604,miami_2015,33138,23673,15807,66.8,11.3,685,4.9
1605,miami_2015,33139,33795,24802,73.4,4.2,830,3.5
1606,miami_2015,33140,18184,10711,58.9,5.6,268,2.7
1607,miami_2015,33141,33019,22295,67.5,5.8,561,2.7
1608,miami_2015,33142,44352,24278,54.7,18.5,228,1.2
1609,miami_2015,33143,26550,18218,68.6,6.5,313,1.8
1610,miami_2015,33144,23640,13939,59.0,14.0,130,1.1
1611,miami_2015,33145,27388,18139,66.2,8.8,296,1.8
1612,miami_2015,33146,12949,7027,54.3,4.5,191,2.8
1613,miami_2015,33147,34521,20422,59.2,18.9,516,3.1
1614,miami_2015,33149,9446,5224,55.3,4.8,205,4.1
1615,miami_2015,33150,21669,13205,60.9,21.4,152,1.5
1616,miami_2015,33154,11314,6925,61.2,5.5,273,4.2
1617,miami_2015,33155,39482,24864,63.0,7.6,704,3.1
1618,miami_2015,33156,26448,16610,62.8,7.0,361,2.3
1619,miami_2015,33157,53471,33733,63.1,9.5,579,1.9
1620,miami_2015,33158,5775,3669,63.5,6.3,59,1.7
1621,miami_2015,33160,34378,19703,57.3,5.4,379,2.0
1622,miami_2015,33161,43618,26789,61.4,13.4,300,1.3
1623,miami_2015,33162,38133,24293,63.7,14.5,382,1.8
1624,miami_2015,33165,49437,29431,59.5,6.6,805,2.9
1625,miami_2015,33166,20643,12207,59.1,10.0,204,1.9
1626,miami_2015,33167,16435,9770,59.4,13.8,242,2.9
1627,miami_2015,33168,24177,15083,62.4,14.1,141,1.1
1628,miami_2015,33169,31420,20970,66.7,14.3,429,2.4
1629,miami_2015,33170,10002,5591,55.9,11.0,164,3.3
1630,miami_2015,33172,33668,21959,65.2,8.4,556,2.8
1631,miami_2015,33173,27821,17791,63.9,6.8,283,1.7
1632,miami_2015,33174,27612,15541,56.3,8.2,185,1.3
1633,miami_2015,33175,46553,28752,61.8,7.2,587,2.2
1634,miami_2015,33176,42550,28125,66.1,8.2,559,2.2
1635,miami_2015,33177,47095,29413,62.5,8.7,331,1.2
1636,miami_2015,33178,33071,21673,65.5,4.6,1039,5.0
1637,miami_2015,33179,35213,22771,64.7,9.9,584,2.8
1638,miami_2015,33180,27371,15331,56.0,7.7,408,2.9
1639,miami_2015,33181,15234,9740,63.9,8.3,182,2.0
1640,miami_2015,33182,15578,8050,51.7,7.6,281,3.8
1641,miami_2015,33183,32093,20749,64.7,9.2,341,1.8
1642,miami_2015,33184,18993,11234,59.1,8.3,138,1.3
