,ZIP,MSA,AREA,OCCUPATION,GROUP,TOTAL EMPLOYMENT,JOBS PER 1000,LOCATION QUOTIENT,ANNUAL MEAN,ANNUAL MEDIAN
698,30205,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
699,30206,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
700,30206,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
701,30206,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
702,30212,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
703,30212,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
704,30212,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
705,30213,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
706,30213,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
707,30213,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
708,30214,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
709,30214,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
710,30214,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
711,30215,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
712,30215,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
713,30215,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
714,30216,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
715,30216,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
716,30216,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
717,30217,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
718,30217,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
719,30217,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
720,30218,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
721,30218,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
722,30218,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
723,30219,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
724,30219,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
725,30219,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
726,30220,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
727,30220,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
728,30220,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
729,30222,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
730,30222,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
731,30222,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
732,30223,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
733,30223,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
734,30223,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
735,30224,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
736,30224,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
737,30224,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
738,30228,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
739,30228,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
740,30228,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
741,30229,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
742,30229,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
743,30229,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
744,30232,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
745,30232,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
746,30232,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
747,30233,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
748,30233,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
749,30233,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
750,30234,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
751,30234,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
752,30234,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
753,30236,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
754,30236,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
755,30236,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
756,30237,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
757,30237,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
758,30237,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
759,30238,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
760,30238,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
761,30238,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
762,30248,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
763,30248,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
764,30248,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
765,30250,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
766,30250,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
767,30250,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
768,30251,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
769,30251,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
770,30251,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
771,30252,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
772,30252,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
773,30252,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
774,30253,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
775,30253,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
776,30253,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
777,30256,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
778,30256,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
779,30256,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
780,30257,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
781,30257,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
782,30257,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
783,30258,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
784,30258,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
785,30258,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
786,30259,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
787,30259,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
788,30259,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
789,30260,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
790,30260,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
791,30260,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
792,30263,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
793,30263,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
794,30263,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
795,30264,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
796,30264,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
797,30264,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
798,30265,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
799,30265,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
800,30265,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
801,30266,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
802,30266,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
803,30266,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
804,30268,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
805,30268,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
806,30268,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
807,30269,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
808,30269,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
809,30269,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
810,30270,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
811,30270,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
812,30270,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
813,30271,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
814,30271,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
815,30271,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
816,30272,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
817,30272,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
818,30272,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
819,30273,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
820,30273,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
821,30273,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
822,30274,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
823,30274,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
824,30274,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
825,30275,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
826,30275,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
827,30275,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
828,30276,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
829,30276,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
830,30276,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
831,30277,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
832,30277,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
833,30277,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
834,30281,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
835,30281,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
836,30281,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
837,30284,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
838,30284,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
839,30284,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
840,30287,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
841,30287,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
842,30287,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
843,30288,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
844,30288,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
845,30288,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
846,30289,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
847,30289,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
848,30289,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
849,30290,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
850,30290,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
851,30290,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
852,30291,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
853,30291,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
854,30291,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
855,30292,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
856,30292,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
857,30292,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
858,30293,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
859,30293,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
860,30293,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
861,30294,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
862,30294,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
863,30294,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
864,30295,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
865,30295,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
866,30295,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
867,30296,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
868,30296,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
869,30296,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
870,30297,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
871,30297,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
872,30297,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
873,30298,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
874,30298,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
875,30298,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
876,30301,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
877,30301,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
878,30301,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
879,30302,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
880,30302,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
881,30302,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
882,30303,12060.0,"Atlanta-Sandy Springs-Roswell, GA",All Occupations,total,"2,632,850",1000.0,1.0,"56,790","42,220"
883,30303,12060.0,"Atlanta-Sandy Springs-Roswell, GA",Computer and Mathematical Occupations,major,"124,980",47.471,1.44,"94,280","92,700"
884,30303,12060.0,"Atlanta-Sandy Springs-Roswell, GA","Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,810",0.688,1.6,"92,240","91,310"
